Data Escala de Tempo 1 GE Simp 4,Data Dica,dsc_estado,id_subsistema,nom_tipousinasite,nom_usina 2,Período Exibido GE,Selecione Tipo de GE Simp 4
10/01/2020 03:00:00,10/1/2020 3:00,*,*,Térmica,*,5,12466,79300046
10/01/2020 04:00:00,10/1/2020 4:00,*,*,Térmica,*,5,12580,7739999
10/01/2020 05:00:00,10/1/2020 5:00,*,*,Térmica,*,5,12638,96299914
10/01/2020 06:00:00,10/1/2020 6:00,*,*,Térmica,*,5,12523,78899978
10/01/2020 07:00:00,10/1/2020 7:00,*,*,Térmica,*,5,12525,29100077
10/01/2020 08:00:00,10/1/2020 8:00,*,*,Térmica,*,5,12469,99099935
10/01/2020 09:00:00,10/1/2020 9:00,*,*,Térmica,*,5,12433,89200044
10/01/2020 10:00:00,10/1/2020 10:00,*,*,Térmica,*,5,12072,3589999
10/01/2020 11:00:00,10/1/2020 11:00,*,*,Térmica,*,5,12014,47199897
10/01/2020 12:00:00,10/1/2020 12:00,*,*,Térmica,*,5,11793,47500069
10/01/2020 13:00:00,10/1/2020 13:00,*,*,Térmica,*,5,11823,44699982
10/01/2020 14:00:00,10/1/2020 14:00,*,*,Térmica,*,5,11845,21800012
10/01/2020 15:00:00,10/1/2020 15:00,*,*,Térmica,*,5,11937,84999907
10/01/2020 16:00:00,10/1/2020 16:00,*,*,Térmica,*,5,12082,34900092
10/01/2020 17:00:00,10/1/2020 17:00,*,*,Térmica,*,5,12309,03000028
10/01/2020 18:00:00,10/1/2020 18:00,*,*,Térmica,*,5,12506,37199902
10/01/2020 19:00:00,10/1/2020 19:00,*,*,Térmica,*,5,12646,06799902
10/01/2020 20:00:00,10/1/2020 20:00,*,*,Térmica,*,5,12706,81499998
10/01/2020 21:00:00,10/1/2020 21:00,*,*,Térmica,*,5,12721,73699873
10/01/2020 22:00:00,10/1/2020 22:00,*,*,Térmica,*,5,12755,12800057
10/01/2020 23:00:00,10/1/2020 23:00,*,*,Térmica,*,5,12516,94300089
11/01/2020 00:00:00,11/1/2020 0:00,*,*,Térmica,*,5,10787,79799921
11/01/2020 01:00:00,11/1/2020 1:00,*,*,Térmica,*,5,10555,85700081
11/01/2020 02:00:00,11/1/2020 2:00,*,*,Térmica,*,5,10540,27099986
11/01/2020 03:00:00,11/1/2020 3:00,*,*,Térmica,*,5,10483,06100118
11/01/2020 04:00:00,11/1/2020 4:00,*,*,Térmica,*,5,10515,45700044
11/01/2020 05:00:00,11/1/2020 5:00,*,*,Térmica,*,5,10491,35700071
11/01/2020 06:00:00,11/1/2020 6:00,*,*,Térmica,*,5,10496,47200042
11/01/2020 07:00:00,11/1/2020 7:00,*,*,Térmica,*,5,10424,05300002
11/01/2020 08:00:00,11/1/2020 8:00,*,*,Térmica,*,5,10430,2759984
11/01/2020 09:00:00,11/1/2020 9:00,*,*,Térmica,*,5,10389,56999879
11/01/2020 10:00:00,11/1/2020 10:00,*,*,Térmica,*,5,10295,76199991
11/01/2020 11:00:00,11/1/2020 11:00,*,*,Térmica,*,5,10236,9419989
11/01/2020 12:00:00,11/1/2020 12:00,*,*,Térmica,*,5,10193,59199905
11/01/2020 13:00:00,11/1/2020 13:00,*,*,Térmica,*,5,10175,57599981
11/01/2020 14:00:00,11/1/2020 14:00,*,*,Térmica,*,5,10209,90999969
11/01/2020 15:00:00,11/1/2020 15:00,*,*,Térmica,*,5,10168,95599996
11/01/2020 16:00:00,11/1/2020 16:00,*,*,Térmica,*,5,9915,96600011
11/01/2020 17:00:00,11/1/2020 17:00,*,*,Térmica,*,5,9927,07400064
11/01/2020 18:00:00,11/1/2020 18:00,*,*,Térmica,*,5,9930,53100013
11/01/2020 19:00:00,11/1/2020 19:00,*,*,Térmica,*,5,9931,50400022
11/01/2020 20:00:00,11/1/2020 20:00,*,*,Térmica,*,5,9941,9340001
11/01/2020 21:00:00,11/1/2020 21:00,*,*,Térmica,*,5,9945,28800034
11/01/2020 22:00:00,11/1/2020 22:00,*,*,Térmica,*,5,9968,54799942
11/01/2020 23:00:00,11/1/2020 23:00,*,*,Térmica,*,5,9977,20000075
12/01/2020 00:00:00,12/1/2020 0:00,*,*,Térmica,*,5,9972,05500052
12/01/2020 01:00:00,12/1/2020 1:00,*,*,Térmica,*,5,10029,84300022
12/01/2020 02:00:00,12/1/2020 2:00,*,*,Térmica,*,5,10151,39099954
12/01/2020 03:00:00,12/1/2020 3:00,*,*,Térmica,*,5,10140,21000049
12/01/2020 04:00:00,12/1/2020 4:00,*,*,Térmica,*,5,10144,54400009
12/01/2020 05:00:00,12/1/2020 5:00,*,*,Térmica,*,5,10169,54900018
12/01/2020 06:00:00,12/1/2020 6:00,*,*,Térmica,*,5,10126,40199955
12/01/2020 07:00:00,12/1/2020 7:00,*,*,Térmica,*,5,10117,23899992
12/01/2020 08:00:00,12/1/2020 8:00,*,*,Térmica,*,5,10090,17599911
12/01/2020 09:00:00,12/1/2020 9:00,*,*,Térmica,*,5,10070,48699865
12/01/2020 10:00:00,12/1/2020 10:00,*,*,Térmica,*,5,10054,64999993
12/01/2020 11:00:00,12/1/2020 11:00,*,*,Térmica,*,5,10038,84399966
12/01/2020 12:00:00,12/1/2020 12:00,*,*,Térmica,*,5,10005,60700092
12/01/2020 13:00:00,12/1/2020 13:00,*,*,Térmica,*,5,9994,73099963
12/01/2020 14:00:00,12/1/2020 14:00,*,*,Térmica,*,5,9970,54999886
12/01/2020 15:00:00,12/1/2020 15:00,*,*,Térmica,*,5,9980,87599964
12/01/2020 16:00:00,12/1/2020 16:00,*,*,Térmica,*,5,10043,56899935
12/01/2020 17:00:00,12/1/2020 17:00,*,*,Térmica,*,5,10083,59699945
12/01/2020 18:00:00,12/1/2020 18:00,*,*,Térmica,*,5,10133,87599986
12/01/2020 19:00:00,12/1/2020 19:00,*,*,Térmica,*,5,10169,70399945
12/01/2020 20:00:00,12/1/2020 20:00,*,*,Térmica,*,5,10176,19600022
12/01/2020 21:00:00,12/1/2020 21:00,*,*,Térmica,*,5,10194,58499903
12/01/2020 22:00:00,12/1/2020 22:00,*,*,Térmica,*,5,10184,77699953
12/01/2020 23:00:00,12/1/2020 23:00,*,*,Térmica,*,5,10240,85900163
13/01/2020 00:00:00,13/1/2020 0:00,*,*,Térmica,*,5,10241,15599997
